Rozdělení míst pro prodej zboží       a poskyto-vání služeb§ 1,Městská částhlavního města Prahy,Adresa místa§ 1 odst. 1,Počet prodej-ních míst a velikost prostoru (záboru) v m2(min. 2 m2)§ 3odst. 1,Prodejní doba§ 4,Doba provozu§ 4,Druh prodávaného zboží nebo poskytované služby§ 2
TRŽNÍ MÍSTA,Praha 9,"Vysočany, prostor za OC Fénix, parc.č. 11/6 a 19/2, k. ú. Vysočany",202 000 m2,7.00-18.00,příležitostně1.3. - 31.10.,"velikonoční a vánoční zboží, dárkové předměty, upomínkové předměty, zmrzlina, ovoce, zelenina, sezónní prodej plodů, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha 9,"Vysočanská, stanice metra B, východ do ulice Sokolovská, parc. č. 118/1, k. ú. Vysočany, vedle č. 202/314",212 m2,,celoročně,"ovoce, zelenina, květiny, velikonoční a vánoční zboží"
TRŽNÍ MÍSTA,Praha 9,"Vysočanská u č. 113/243,u stanice MHD Střížkov, směr Vysočany",445 m2,po-so,celoročně,"ovoce, zelenina, balené potraviny,  pečivo, tisk, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha 10,"Jabloňová u č. 15/3000,u SM Albert",22 m22 m2,,příležitostně1 měsíc před Velikonoce-mi,velikonoční zboží
TRŽNÍ MÍSTA,Praha 10,"Jabloňová mezi č. 15/3000 a č. 16/2137,  parc.č. 2225/123, k.ú. Záběhlice",42 m2        2 m2        2 m2      2 m2,,celoročněpříležitostně1.5.-31.10.příležitostně1 měsíc před Velikonoce-mi10 dní před Dušičkami včetně  2.11.1.12.-24.12.příležitostně1.9.-31.10.,"pečivo, balené nealkoholické nápoje, bio a celozrnné výrobky, med a výrobky z medusezónní ovoce a zeleninavelikonoční zbožídušičkové zbožívánoční zbožívíno, burčák, mošt"
TRŽNÍ MÍSTA,Praha 10,Jabloňová  u č. 28/2992 (u vchodu do polikliniky),110 m2,,celoročně,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 10,Jahodová u SM Albert,22 m22 m2,,příležitostně1.12.- 23.12.23.10.- 2.11. a 1 měsíc před Velikonoce-mi,vánoční zbožídušičkové zbožívelikonoční  zboží
TRŽNÍ MÍSTA,Praha 10,Na padesátém – u stanice metra Skalka (u obratiště autobusů),18 m2,po-pá7.00-18.00,příležitostně1.5. - 30. 9.,"mléčné výrobky, nealkoholické  nápoje, káva, zdravá výživa, BIO produkty"
TRŽNÍ MÍSTA,Praha 10,"Počernická u č. 55/518,u pošty",18 m2,,celoročně,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 10,"Počernická u č. 55/518, parc. č.806/310 před budovou České pošty (pás zeleně, který není součástíkomunikace Počernická)",115 m2,,celoročně,"maso, uzeniny"
TRŽNÍ MÍSTA,Praha 10,"Počernická u č. 81/473,NS Oáza",22 m22 m2,,příležitostně1 měsíc před Velikonoce-mi,velikonoční zboží
TRŽNÍ MÍSTA,Praha 10,"Počernická u č. 81/473,NS Oáza",24 m24 m2,,celoročně,"ovoce, zelenina, suché plody"
TRŽNÍ MÍSTA,Praha 10,"Goyova, u stanice metra A Skalka",24 m24 m2,,příležitostně1.5.-30.9.,"sezónní ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 10,"Goyova, u stanice metra A Skalka",12 m2,,příležitostně1 měsíc před Velikonoce-mi24. 11. -24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 10,"V Olšinách x Starostrašnická, u výstupu z vestibulu metra A Strašnická, nezasahuje do přístupové a výstupní cesty",12 m215 m2,,příležitostně a1 měsíc před Velikonoce-mi 24. 11.-24. 12.,sezónní ovoceavelikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 10,"Topolová u č. 16/2915, před OD Cíl",318 m2,8.00-19.00,celoročně,"textil, obuv, dárky, hračky, knihy, masné a uzenářské výrobky, pečivo, cukrovinky, ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 10,"Topolová u č. 12/2963,parc. č. 2078/248,k. ú. Záběhlice, před NS",16 m2,,celoročně,čištění peří
TRŽNÍ MÍSTA,Praha 10,Tuklatská x Černokostelecká,16 m2,,celoročně,čištění peří
TRŽNÍ MÍSTA,Praha 10,U krbu u č. 45/521,14 m2,,celoročně,"zmrzlina,chlazené nealkoholické nápoje, párky"
TRŽNÍ MÍSTA,Praha 10,"Vladivostocká u č. 10/1460, u hl. vchodu na stadion Slavie",36 m24 m22 m2,,celoročně,"balené potraviny,  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha 10,"V olšinách x V předpolí u č. 21/279,  u NS Albert",24 m2,,příležitostně1 měsíc před Velikonoce-mi1.12.-24.12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 10,Vršovická u č. 103/1285,13 m2,,příležitostně1 měsíc před Velikonoce-mi1.12.-24.12.,velikonoční zboží vánoční zboží
TRŽNÍ MÍSTA,Praha 10,"Vršovická 68b/1527, u hypermarketu TESCO Eden",18 m2,po-pá7.00-19.00,celoročně,"mléčné výrobky, nealko nápoje, káva, zdravá výživa, BIO produkty"
TRŽNÍ MÍSTA,Praha 10,"Vršovická 68b/1527, u hypermarketu TESCO Eden",210 m2,,celoročně,"občerstvení (stravovací služby) - gyros, párek v rohlíku, palačinky, pizza, vařená kukuřice, káva, čaj, nealkoholické nápoje"
TRŽNÍ MÍSTA,Praha 10,"Vršovická 68b/1527, u hypermarketu TESCO Eden",48 m2,,celoročně,"sezónní ovoce a zelenina, potraviny živočišného původu (uzenářské výrobky, sýry, mléčné výrobky, med a výrobky z medu), cukrářské výrobky, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha 10,"Vršovická 68b/1527, u hypermarketu TESCO Eden",1326 m2,,příležitostně 1.9.-31.10.,"víno, burčák, svařené víno, mošt"
TRŽNÍ MÍSTA,Praha 11,"Arkalycká u č. 4/877, Galaxie multikino,k. ú. Háje",36 m2,,příležitostně,"dárkové předměty, keramika, šperky, bižuterie, kosmetika, výrobky ze dřeva, proutí, slámy, šustí a kůže, suché plody, upomínkové předměty"
TRŽNÍ MÍSTA,Praha 11,"Arkalycká u č. 6/757,před SM  Albert, k. ú. Háje",510 m2,,příležitostně 1.6.-30.9.14 dní před Velikonoce-mi10 dní před dušičkami  1.12.-24.12.,"třešně, višně, meruňky, sezónní drobné ovoce (jahody, borůvky, maliny, ostružiny, rybíz, angrešt), cukrovinkyvelikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Brandlova u č. 8/1599, podloubí",210 m2,8.00-19.00,celoročně,"textil, obuv, hračky,  dárky, knihy"
TRŽNÍ MÍSTA,Praha 11,"Brandlova, parkoviště u SM č.p. 1599,k. ú. Chodov",16 m2,,příležitostně14 dní před Velikonoce-mi 10 dní před dušičkami  1.12.-24.12.,"čištění peří, broušení nožůvelikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Háje – západ, stanice metra C, podchod metra, vedle metroboxu u výstupu směr ul. U modré školy",12 m2,9.00-20.00,příležitostně14 dní před Velikonoce-mi24. 11. -24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 11,"Hlavatého u SM  č. 13/664, k. ú. Háje",26 m2,,příležitostně1.12.-24.12.,vánoční zboží
TRŽNÍ MÍSTA,Praha 11,"Chilská, východ ze stanice metra C Opatov, směr Starý Chodov, parc.č. 2031/10, k.ú. Chodov",550 m2,po-pá,celoročně14 dní před Velikonoce-mi24.11.-24.12.,"ovoce, zelenina, květiny, výrobky uměleckých řemesel, občerstvení  (stravovací služby)velikonoční zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Chodov, st. metra, u západ. výst., schod. k SM,k. ú. Chodov",160 m2,,příležitostně1.12. -24.12.,vánoční zboží
TRŽNÍ MÍSTA,Praha 11,"Chodov, stanice metra C, podchod metra, směr OC Chodov, vedle metroboxu",12 m2,,příležitostně14 dní před Velikonoce-mi 24. 11.-24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 11,"Krejnická, v blízkosti plakátovací plochy,proti č. 1/2021,k. ú. Chodov",225 m2,,příležitostně,"ovoce, zelenina, sezónní ovoce, čištění peří, broušení nožů a nůžek, ryby, rybí výrobky, uzeniny, uzenářské výrobky"
TRŽNÍ MÍSTA,Praha 11,"Křejpského u SM              č.  2/1752,  k. ú. Chodov",210 m2,,příležitostně,"čištění peří, opravy deštníků, broušení kuchyňského náčiní"
TRŽNÍ MÍSTA,Praha 11,"Křejpského u SM č. 2/1752,  k. ú. Chodov",28 m2,,příležitostně1.6.-30.9.10 dní před dušičkami,"třešně, višně, meruňky, sezónní drobné ovoce (jahody, borůvky, maliny, ostružiny, rybíz, angrešt)dušičkové zboží"
TRŽNÍ MÍSTA,Praha 11,"Leopoldova u SMč. 23/1683,  k. ú. Chodov",210 m2,,příležitostně14 dní před Velikonoce-mi 1.12. - 24.12.,"ovoce, zelenina,  službyvelikonoční zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatov, st. metra C, východ z metra směr starý Chodov, parc. č. 2031/269, k. ú. Chodov",1070 m2,,příležitostně14 dní před Velikonoce-mi10 dní před dušičkami23. 11.-24. 12.,"květiny a doplňkový sortiment, který se ke květinám váže,ovoce, zelenina, ekologické zemědělské výpěstky, biopotraviny, lesní plody, výrobky uměleckých řemesel (košíkářství, keramika, řezbářství, sklářství, kovářství, tkalcovství), občerstvení (stravovací služby) - pečené kaštany, preclíky, perníky, trdlo, uzeniny, zmrzlinavelikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatovská, Háje,parc. č. 1235/1, k.ú. Háje, u sochy kosmonauta",26 m2,,příležitostně14 dní před Velikonoce-mi10 dní před dušičkami  1.12.-24.12.,"sezónní ovoce, zelenina, dárkové předměty, keramika, šperky, bižuterie, kosmetika, výrobky ze dřeva, proutí, slámy, šustí a kůže, suché plody, upomínkové předmětyvelikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatovská, Háje, parc. č. 1235/1, k.ú. Háje,  u sochy kosmonauta",18 m2,,příležitostně1.3.-31.12.,bezlepkové pečivo
TRŽNÍ MÍSTA,Praha 11,"Opatovská, proti objektu č.p. 669, za MHD Horčičkova DC, parc. č. 661/10, k. ú. Háje",15 m2,,příležitostně,"ryby,  rybí výrobky, maso, uzeniny"
TRŽNÍ MÍSTA,Praha 11,"Opatovská, proti objektu č.p. 669, za MHD Horčičkova DC,parc.  č. 661/10, k. ú. Háje",26 m2,,příležitostně14 dní před Velikonoce-mi10 dní před dušičkami  1.12.-24.12.,"sezónní ovoce, zelenina velikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatovská, pěší zóna Háje,  č.  25/874, k. ú. Háje",316 m2,,příležitostně 3 týdny před Velikonoce-mi10 dní před dušičkami   1.12.- 24.12.,"květiny a doplňkový sortiment, který se ke květinám váže,  drobná keramikavelikonoční zbožídušičkové zbožívánoční zboží, občerstvení (stravovací služby)  svařené víno"
TRŽNÍ MÍSTA,Praha 11,"Opatovská, pěší zóna Háje,  č.  25/874, parc.č. 1209/17, k.ú. Háje",13 m2,,příležitostně,"sezónní ovoce (jahody, borůvky)"
TRŽNÍ MÍSTA,Praha 11,"Opatovská proti SM č. 19/1550,  pod lávkou, k. ú. Chodov",16 m2,,příležitostně 1.12.-24.12.,"ovoce, zeleninacukrovinky, drobné dřevěné výrobkyvánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatovská boční strana  SM č. 19/1550,         parc. č. 2014/91,k. ú. Chodov",13 m2,,příležitostně  14 dní před Velikonoce-mi10 dní před dušičkami  1.12.-24.12.,"sezónní ovoce, výrobky ze dřevavelikonoční zbožídušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha 11,"Opatovská x Mendelova,  vedle objektu č.p. 874, u garáží, poblíž eskalátorů, parc. č. 1209/21, k. ú. Háje",110 m2,,celoročně,občerstvení (stravovací služby)
TRŽNÍ MÍSTA,Praha 11,"Roztyly, vestibul st. metra C, k. ú. Chodov, nezasahuje do přístupové a výstupní cesty metra",13 m2,,příležitostně,"květiny, suché plody, cukrovinky"
TRŽNÍ MÍSTA,Praha 11,"Roztyly, stanice metra C,  pasáž metra,                   před vestibulem metra, v rohu u stěny",12 m2,,příležitostně14 dní před Velikonoce-mi24. 11. -24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 11,"Tomíčkova ul. před OBI č. 9/2287, k. ú. Chodov",213 m2,,celoročně,"občerstvení (stravovací služby), zmrzlina"
TRŽNÍ MÍSTA,Praha 11,"Tomíčkova ul. před OBI č. 9/2287, k. ú. Chodov - chodník",312 m2,,příležitostně,"občerstvení (stravovací služby), cukrovinky, sezónní ovoce a zelenina, suché plody, květiny a doplňkový sortiment, který se ke květinám váže, dárkové předměty, keramika, šperky, bižuterie, kosmetika, výrobky ze dřeva, proutí, slámy, šustí a kůže, textilní galanterie, knihy"
TRŽNÍ MÍSTA,Praha 11,"Tomíčkova ul. před OBI č. 9/2287, k. ú. Chodov - parkoviště",318 m2,,celoročně,"uzeniny, uzenářské výrobky, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,   pečivo, balené potraviny"
TRŽNÍ MÍSTA,Praha 11,"Vojtíškova proti SM č. 2/1783, u plakátovací plochy, k. ú. Chodov",110 m2,,příležitostně,"čištění peří, broušení nožů a nůžek"
TRŽNÍ MÍSTA,Praha 12,"cyklostezka, parc.č. 672, k.ú. Komořany",19 m2,po-ne10.00-24.00,příležitostně1.4.-31.10.,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha 12,Durychova u NS Jasná,7111 m2,po-ne8.00-18.00,celoročně,"ovoce, zelenina, čištění peří,občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  zmrzlina, nanuky, cukrovinky, tabákové výrobky, tisk, potraviny živočišného původu, proutěné a dřevěné výrobky"
TRŽNÍ MÍSTA,Praha 12,"Lhotecká, areál OBI",115 m2,po-ne8.00-18.00,celoročně,občerstvení (stravovací služby)
TRŽNÍ MÍSTA,Praha 12,Mezi vodami u č. 33/1560,125 m2,po-ne8.00-15.00,celoročně,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  zmrzlina, nanuky, cukrovinky, tabákové výrobky"
TRŽNÍ MÍSTA,Praha 12,Sofijské náměstí – střed náměstí,15 m2,po-ne8.00-18.00,příležitostně1.4.-31.10.,zmrzlina
TRŽNÍ MÍSTA,Praha 12,"U Kamýku, stanice MHD Lhotecký les",15 m2,po-ne8.00-18.00,celoročně,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 12,U OC Obzor,450 m2,po-ne8.00-18.00,celoročně,"ovoce, zelenina, tisk, knihy, upomínkové  předměty, potraviny živočišného původu, nealkoholické nápoje, drogerie, textil"
TRŽNÍ MÍSTA,Praha 12,U soutoku č.p. 951 (u cyklostezky),180 m2,po-ne12.00-20.00,příležitostně1.4.-31.10.,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  zmrzlina, nanuky, cukrovinky, tabákové výrobky"
TRŽNÍ MÍSTA,Praha 12,U soutoku č.p. 4 (u cyklostezky),198 m2,po-ne10.00-21.00,celoročně,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  zmrzlina, nanuky, cukrovinky, tabákové výrobky"
TRŽNÍ MÍSTA,Praha 13,"Archeologická u st. metra Lužiny, směr OC Lužiny",2       20 m2,,příležitostně1.12.-24.12.,vánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Archeologická, u st. metra Lužiny, směr OC Lužiny",220 m2,,celoročně,"květiny, sazenice, domácí výpěstky"
TRŽNÍ MÍSTA,Praha 13,"Archeologická, u st. metra Lužiny, směr OC Lužiny",220 m2,,celoročně,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha 13,"Archeologická, u st. metra Lužiny, směr OC Lužiny",330 m2,,celoročně,"pečivo, dorty, chlebíčky, bagety, pizza, nealkoholické nápoje, balené potraviny, med, mléko, mléčné výrobky, masné výrobky, uzenářské výrobky"
TRŽNÍ MÍSTA,Praha 13,"Archeologická, u st. metra Lužiny, směr OC Lužiny",110 m2,,celoročně,"tisk, tabák"
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice – západ, podchod Bucharova",225 m217 m2,,celoročnědo 31.12.2016,"občerstvení (stravovací služby), pečivo, cukrovinkyovoce, zelenina"
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice – západ, podchod Bucharova",240 m2,,příležitostně1 měsíc před Velikonoce-mi 20. 11.-24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice – východ, směr výstupy BUS",12 m2,,příležitostně 14 dní před Velikonoce-mi24. 11. -24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice – východ, prostor u středové zeleně",220 m2,,celoročně,"pečivo, masné a uzenářské výrobky"
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice - východ, směr nástupy BUS",315 m2,,celoročně,"ovoce, zelenina, cukrovinky, květiny"
TRŽNÍ MÍSTA,Praha 13,"Bucharova, u st. metra Nové Butovice – východ, směr výstupy BUS",540 m2,,celoročně,"ovoce, zelenina, pečivo, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha 13,"Červeňanského,konečná  st. BUS",110 m2,,celoročně,"tisk, tabák, pečivo, balené potraviny"
TRŽNÍ MÍSTA,Praha 13,"Hábova u č. 3/1516, u pošty",18 m2,,celoročně,"pečivo, balené potraviny, cukrovinky, nealkoholické nápoje"
TRŽNÍ MÍSTA,Praha 13,"Hábova u č. 3/1516, u pošty",120 m2,,příležitostně20.11.-24.12.,vánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Hábova u č.  5/1517, před SM",315 m2,,celoročně,"květiny, knihy, hračky, balené potraviny a uzenářské výrobky, pečivo, cukrovinky"
TRŽNÍ MÍSTA,Praha 13,"Hábova u č.  5/1517, před SM",330 m2,,příležitostně1.12.-24.12.,vánoční zboží
TRŽNÍ MÍSTA,Praha 13,Hábova u č. 7/2345,420 m2,,příležitostně 1.4. - 31.12.,"ovoce, zelenina, výpěstky, květiny, cukrovinky, uzenářské výrobky, balené potraviny, knihy"
TRŽNÍ MÍSTA,Praha 13,"Jeremiášova, před OD BAUMAX",250 m2,,příležitostně1 měsíc před Velikonoce-mi 20. 11.-24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Jeremiášova, před OD BAUMAX",110 m2,,celoročně,"balené potraviny, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha 13,"Jeremiášova, před OD SCONTO nábytek",250 m2,,příležitostně1 měsíc před Velikonoce-mi a20. 11. -24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Jeremiášova, před OD SCONTO nábytek",260 m2,,celoročně,reklamní prodejní akce
TRŽNÍ MÍSTA,Praha 13,"Jeremiášova, parkoviště před NS LIDL",250 m2,,příležitostně14. 11. -24. 12.,"vánoční stromky, rybyprodej mimo období v § 7 odst. 3 tržního řádu"
TRŽNÍ MÍSTA,Praha 13,"Lužiny, stanice metra B, výstup směr Centrální park,  kruhový prostor mezi č. ev. 23-25",760 m2,,celoročně,"ovoce, zelenina, knihy, cukrovinky, elektronika,  tisk, drogerie, masné a uzenářské výrobky, textilní zboží, zmrzlina"
TRŽNÍ MÍSTA,Praha 13,"Lužiny, stanice metra B, výstup směr Centrální park, kruhový prostor mezi č. ev. 23-25",210 m2,,příležitostně 1 měsíc před Velikonoce-mi 20. 11.-24. 12.,velikonoční zbožívánoční zboží
TRŽNÍ MÍSTA,Praha 13,"Mukařovského u č. 5/1985, v areálu OC",315 m2,,celoročně,"květiny, knihy, hračky, textil, obuv, dárkové předměty, balené potraviny, masné a uzenářské výrobky, občerstvení (stravovací služby), zmrzlina"
